CarID,Brand,Model,Price,Year,Miles,Gear,Fuel,Color,InteriorColor,Drive,Power,Weight,NumberofSeats,Body,NumberofDoors,TaxClass,NextEUInspectionDate,CylinderVolume,Sold
296443366,BMW,5-serie,44777,2007,310000,Automat,Diesel,Blå,Sort skinn,Bakhjulsdrift,150,1595,5,Sedan,4,Personbil,12.08.2023,2,False
296784850,BMW,5-serie,369000,2018,54312,Automat,El + Bensin,Grå,Beige,Bakhjulsdrift,252,1770,5,Sedan,4,Personbil,30.04.2024,2,False
296201273,BMW,5-serie,279000,2015,90934,Automat,Diesel,Black,Sort skinn,Firehjulsdrift,190,1730,5,Sedan,4,Personbil,01.09.2024,2,False
291793644,BMW,5-serie,695000,2022,28000,Automat,El + Bensin,Grå,Sort Dakotaskinn,Firehjulsdrift,292,1960,5,Stasjonsvogn,5,Personbil,14.02.2026,2,False
285660831,BMW,5-serie,174033,2012,210000,Automat,Diesel,Grå,Svart,Bakhjulsdrift,184,1715,5,Stasjonsvogn,4,Personbil,13.03.2025,2,False
296154058,BMW,3-serie,595000,2021,24900,Automat,El + Bensin,Black,Skinn Vernasca Black/dekorsøm Blue/Black,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,18.05.2025,2,False
295096909,BMW,5-serie,669000,2021,32750,Automat,El + Bensin,Grå,"Sort ""Dakota"" Skinninteriør",Firehjulsdrift,292,1960,5,Stasjonsvogn,5,Personbil,14.12.2025,2,False
290623364,BMW,7-serie,830000,2018,45000,Automat,Bensin,Black,ZBFQ = RØDT,Firehjulsdrift,450,1915,5,Sedan,4,Personbil,30.11.2022,4,False
295194640,BMW,3-serie,539000,2021,35438,Automat,El + Bensin,Grå,Alcantara Sort,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,21.09.2025,2,False
292056126,BMW,5-serie,459000,2018,88564,Automat,Diesel,Blå,Svart,Firehjulsdrift,190,1750,5,Stasjonsvogn,5,Personbil,31.10.2023,2,False
297569861,BMW,3-serie GT,338900,2017,76300,Automat,Bensin,Sølv,Sort Skinn,Firehjulsdrift,252,1565,5,Kombi 5-dørs,5,Personbil,18.02.2024,2,False
297758891,BMW,5-serie,26777,2001,380000,Manuell,Diesel,Blå,Svart,Bakhjulsdrift,200,1745,5,Stasjonsvogn,3,Personbil,20.04.2023,2,False
288600623,BMW,5-serie,71777,2007,246000,Automat,Diesel,Grå,Sort,Bakhjulsdrift,177,1620,5,Stasjonsvogn,4,Personbil,08.10.2023,2,False
284706274,BMW,3-serie,73729,2009,270000,Automat,Diesel,Black,Svart Skinn,Firehjulsdrift,163,1605,4,Coupe,2,Personbil,21.09.2023,2,False
291425126,BMW,5-serie,509000,2020,30028,Automat,El + Bensin,Grå,Leather Dakota Black,Firehjulsdrift,252,1860,5,Sedan,4,Personbil,13.01.2024,2,False
295942910,BMW,4-serie,449000,2018,91500,Automat,Diesel,Blå,Sort Dakota skinn,Firehjulsdrift,313,1750,5,Kombi 5-dørs,5,Personbil,31.01.2023,3,False
292862097,BMW,5-serie,31777,1998,170600,Automat,Bensin,Rød,Svart skinn,Bakhjulsdrift,193,1460,5,Sedan,7,Personbil,16.06.2023,2,False
294949447,BMW,5-serie,399000,2019,70000,Automat,El + Bensin,Blå,Sorte skinnseter,Bakhjulsdrift,252,1770,5,Sedan,4,Personbil,27.03.2023,2,False
293345578,BMW,3-serie,189000,2013,131500,Automat,Diesel,Blå,Leder Dakota/sattel-braun/exklusivnaht,Firehjulsdrift,163,1585,5,Stasjonsvogn,5,Personbil,22.06.2023,2,False
291985549,BMW,5-serie,91777,2010,230900,Automat,Diesel,Black,Sort,Firehjulsdrift,197,1780,5,Stasjonsvogn,1,Personbil,24.08.2024,3,False
296437355,BMW,3-serie,91777,2009,207110,Manuell,Diesel,White,Beige skinn og sort,Bakhjulsdrift,163,1505,5,Stasjonsvogn,3,Personbil,02.08.2023,2,False
297582424,BMW,5-serie,295900,2018,181932,Automat,Diesel,Blå,Elfenben Skinn,Firehjulsdrift,190,1750,5,Stasjonsvogn,5,Personbil,31.05.2023,2,False
295744071,BMW,4-serie,254947,2015,143000,Automat,Diesel,Grå,Sort/grå alcantara,Firehjulsdrift,190,1615,5,Coupe,4,Personbil,07.05.2023,2,False
297478995,BMW,5-serie,439000,2018,106500,Automat,Diesel,Blå,Svart,Firehjulsdrift,190,1750,5,Stasjonsvogn,5,Personbil,25.03.2023,2,False
294852589,BMW,5-serie,599000,2021,27000,Automat,El + Bensin,Grå,Sort Dakotaskinn,Firehjulsdrift,292,1895,5,Sedan,4,Personbil,30.12.2025,2,False
293558120,BMW,3-serie,419000,2020,43500,Automat,El + Bensin,Black,Sort Alcantara,Bakhjulsdrift,292,1770,5,Sedan,4,Personbil,28.02.2024,2,False
297297332,BMW,5-serie,174147,2012,188000,Automat,Diesel,White,Sort skinn,Bakhjulsdrift,184,1715,5,Stasjonsvogn,6,Personbil,21.06.2024,2,False
296206579,BMW,3-serie,539000,2022,31000,Automat,El + Bensin,Black,Sort Alcantara,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,14.02.2026,2,False
296087645,BMW,4-serie,709000,2021,24500,Automat,Diesel,Black,Cognac,Firehjulsdrift,190,1760,5,Kombi 5-dørs,5,Personbil,03.08.2025,2,False
